Name,Votes,No,Streams,Tails,Plumes,Shells,Disturbed,Spiral,Curiosities,Majority feature,Score,STRRINGS,RA,DEC
ESO305-025,"{Disturbed: 1, Streams: 4, No: 2, Spiral: 1}",2,4,0,0,0,1,1,0,Streams,0.5,,81.44620608997886,-39.90648730222742
ESO340-043,"{Streams: 5, No: 2, Shells: 2}",2,5,0,0,2,0,0,0,Streams,0.56,,308.77014545663235,-41.68418376788297
ESO343-007,"{Streams: 2, No: 4, Plumes: 1, Tails: 1}",4,2,1,1,0,0,0,0,Streams,0.25,,323.5821438525385,-40.827596895595136
ESO343-024,"{Streams: 6, No: 1, Tails: 1}",1,6,1,0,0,0,0,0,Streams,0.75,,325.8611188395537,-40.12502539538778
ESO344-012,"{Streams: 4, No: 2, Disturbed: 1, Tails: 1}",2,4,1,0,0,1,0,0,Streams,0.5,,333.0401898027066,-41.79412291171115
ESO352-041,"{Streams: 5, Shells: 3, Tails: 1}",0,5,1,0,3,0,0,0,Streams,0.56,,19.78286147039262,-34.10380203721793
ESO352-051,"{Shells: 2, Streams: 2, No: 2, Disturbed: 1, Tails: 2}",2,2,2,0,2,1,0,0,Streams,0.23,,20.305971693967752,-36.47261515457888
ESO353-033,"{Tails: 2, No: 3, Disturbed: 1, Streams: 2}",3,2,2,0,0,1,0,0,Streams,0.25,,25.56198358084699,-33.259207388160874
ESO354-025,"{Disturbed: 2, Streams: 2, No: 1, Tails: 1, Plumes: 2}",1,2,1,2,0,2,0,0,Streams,0.26,,30.07560390914128,-34.31663874725277
ESO354-034,"{No: 4, Streams: 1, Disturbed: 1, Spiral: 1, Curiosities: 1}",4,1,0,0,0,1,1,1,Streams,0.12,,31.443079456093322,-32.6764105158593
ESO354-048,"{Plumes: 1, Streams: 3, No: 3, Tails: 2}",3,3,2,1,0,0,0,0,Streams,0.34,,33.143137626359064,-35.34063907860183
ESO356-012,"{Streams: 6, No: 1, Tails: 1}",1,6,1,0,0,0,0,0,Streams,0.75,*,42.18128507570372,-36.51712273876315
ESO356-013,"{Streams: 3, No: 4, Disturbed: 1}",4,3,0,0,0,1,0,0,Streams,0.38,,42.19680702205331,-36.714638308153475
ESO358-067,"{Streams: 3, No: 2, Spiral: 2, Tails: 1}",2,3,1,0,0,0,2,0,Streams,0.38,,57.02914225498492,-36.70191214814803
ESO411-021,"{Disturbed: 2, No: 4, Streams: 2}",4,2,0,0,0,2,0,0,Streams,0.25,,12.675461145816215,-31.328823867307946
ESO412-016,"{Tails: 3, Streams: 3, No: 1, Plumes: 1}",1,3,3,1,0,0,0,0,Streams,0.38,,18.238041086705383,-31.45007334814734
ESO412-021_GROUP,"{No: 4, Streams: 1, Plumes: 1, Tails: 1, Spiral: 1}",4,1,1,1,0,0,1,0,Streams,0.12,,18.62406719592928,-31.18153924667361
ESO420-005,"{Streams: 3, No: 2, Spiral: 3}",2,3,0,0,0,0,3,0,Streams,0.38,,62.305882926881075,-30.41514028139579
ESO422-015,"{Streams: 3, Tails: 1, No: 1, Plumes: 1, Spiral: 2}",1,3,1,1,0,0,2,0,Streams,0.38,,74.65889465826048,-27.84515532641938
ESO437-034,"{Streams: 2, Plumes: 1, No: 2, Spiral: 2, Tails: 1}",2,2,1,1,0,0,2,0,Streams,0.25,,160.0000219992226,-29.413262405838335
ESO437-045_GROUP,"{Streams: 3, No: 2, Disturbed: 1, Spiral: 1, Tails: 1}",2,3,1,0,0,1,1,0,Streams,0.38,,160.499123019292,-28.776664320519387
ESO475-003,"{Curiosities: 2, Streams: 2, No: 2, Spiral: 1, Disturbed: 1}",2,2,0,0,0,1,1,2,Streams,0.25,,14.729636271912028,-25.769806888971015
ESO475-015,"{Tails: 2, Streams: 4, No: 2}",2,4,2,0,0,0,0,0,Streams,0.5,,18.9413470964431,-26.843011303939374
ESO476-008_GROUP,"{Tails: 1, Streams: 3, Spiral: 3, No: 1}",1,3,1,0,0,0,3,0,Streams,0.38,,21.641321486674073,-23.226261045181456
ESO476-018_GROUP,"{Disturbed: 2, Shells: 2, No: 1, Streams: 2, Tails: 1}",1,2,1,0,2,2,0,0,Streams,0.26,,22.80832710829482,-26.859513741743843
ESO479-009,"{Disturbed: 2, Streams: 3, No: 2, Tails: 1}",2,3,1,0,0,2,0,0,Streams,0.38,,37.36599126275055,-26.533339390105237
ESO484-015,"{Tails: 2, No: 2, Streams: 2, Spiral: 1, Disturbed: 1}",2,2,2,0,0,1,1,0,Streams,0.25,,66.27530831389855,-26.69999953538797
ESO485-004_GROUP,"{Streams: 4, No: 3, Tails: 2}",3,4,2,0,0,0,0,0,Streams,0.45,,69.79778508504518,-24.179890829708825
ESO485-026,"{Disturbed: 1, Streams: 3, No: 3, Plumes: 1}",3,3,0,1,0,1,0,0,Streams,0.37,,74.21884278588531,-24.521232079376468
ESO486-009,"{Shells: 1, Streams: 4, No: 2, Tails: 1}",2,4,1,0,1,0,0,0,Streams,0.5,,75.36595454214155,-26.831063419186023
ESO486-039,"{Streams: 3, No: 4, Disturbed: 1}",4,3,0,0,0,1,0,0,Streams,0.38,,78.83932163163617,-26.471656770916134
ESO487-003,"{Disturbed: 2, No: 4, Streams: 2}",4,2,0,0,0,2,0,0,Streams,0.25,,80.46123482626543,-23.951200265016976
ESO500-041,"{Tails: 2, Streams: 2, No: 1, Curiosities: 1, Spiral: 2}",1,2,2,0,0,0,2,1,Streams,0.26,,156.73447680725755,-24.089224891503456
ESO501-077,"{Disturbed: 1, No: 4, Streams: 1, Tails: 1, Plumes: 1}",4,1,1,1,0,1,0,0,Streams,0.12,,160.30403876938766,-24.56159909529933
ESO542-016,"{Disturbed: 2, Streams: 2, No: 3, Plumes: 1}",3,2,0,1,0,2,0,0,Streams,0.25,,21.90758346740654,-21.643225440616373
ESO545-005,"{Streams: 7, Tails: 1}",0,7,1,0,0,0,0,0,Streams,0.88,,35.02544574931696,-19.750641715690133
ESO545-038_GROUP,"{Tails: 4, Streams: 4}",0,4,4,0,0,0,0,0,Streams,0.5,,39.01744643390637,-17.263922804676
ESO547-007_GROUP,"{Streams: 6, No: 2}",2,6,0,0,0,0,0,0,Streams,0.75,,45.939085093412125,-22.253751279546584
ESO548-035,"{Streams: 5, No: 2, Tails: 1}",2,5,1,0,0,0,0,0,Streams,0.62,,53.37217296184709,-18.146766422707238
ESO552-064,"{Streams: 3, No: 4, Plumes: 1}",4,3,0,1,0,0,0,0,Streams,0.38,,76.26804982406526,-19.732362636305265
IC0066,"{Streams: 5, No: 2, Shells: 1}",2,5,0,0,1,0,0,0,Streams,0.62,,15.135274155286247,30.79711269196865
IC0089,"{No: 4, Streams: 1, Shells: 1, Spiral: 1, Curiosities: 1}",4,1,0,0,1,0,1,1,Streams,0.12,,19.01512580686813,4.294095778386725
IC0114,"{Shells: 2, Streams: 2, No: 1, Plumes: 2, Tails: 1}",1,2,1,2,2,0,0,0,Streams,0.26,,21.594188171084664,9.909890547689198
IC0120,"{Streams: 8, No: 1}",1,8,0,0,0,0,0,0,Streams,0.89,*,22.05403639407407,-1.9154997071212785
IC0159,"{Streams: 2, No: 4, Plumes: 1, Tails: 1}",4,2,1,1,0,0,0,0,Streams,0.25,,26.60446522126767,-8.636499676939053
IC0160,"{Tails: 2, Streams: 3, No: 1, Plumes: 1, Disturbed: 1}",1,3,2,1,0,1,0,0,Streams,0.38,,26.623145843342357,-13.247668018094984
IC0162_GROUP,"{Shells: 3, Streams: 3, No: 2}",2,3,0,0,3,0,0,0,Streams,0.38,,27.222681583100634,10.521632640420318
IC0164,"{Streams: 6, No: 2}",2,6,0,0,0,0,0,0,Streams,0.75,,27.285045044594305,-3.904365946676677
IC0174,"{Tails: 1, Streams: 4, Disturbed: 2, Shells: 2}",0,4,1,0,2,2,0,0,Streams,0.44,,29.06701678756256,3.7618426414175117
IC0224,"{Streams: 5, No: 2, Tails: 1}",2,5,1,0,0,0,0,0,Streams,0.62,,36.18807062677938,-12.56449524490015
IC0276_GROUP,"{Tails: 2, No: 3, Disturbed: 1, Streams: 2}",3,2,2,0,0,1,0,0,Streams,0.25,,44.67227455716024,-15.7025290628137
IC0450,"{Curiosities: 1, No: 4, Disturbed: 1, Streams: 2}",4,2,0,0,0,1,0,1,Streams,0.25,,103.05115366616496,74.42696246316515
IC0472,"{Tails: 2, Streams: 2, No: 2, Spiral: 2}",2,2,2,0,0,0,2,0,Streams,0.25,,115.95978821224406,49.61419615016191
IC0520_GROUP,"{Shells: 1, Streams: 3, No: 3, Spiral: 1}",3,3,0,0,1,0,1,0,Streams,0.37,,133.42590247778207,73.49094976196905
IC0550,"{Streams: 5, No: 1, Disturbed: 1, Shells: 1, Tails: 1}",1,5,1,0,1,1,0,0,Streams,0.56,,145.11907883849187,-6.9460557848633995
IC0575_GROUP,"{Disturbed: 2, Streams: 3, No: 3}",3,3,0,0,0,2,0,0,Streams,0.37,,148.63705138741642,-6.857727321812344
IC0653,"{Streams: 3, Tails: 3, No: 1, Spiral: 1}",1,3,3,0,0,0,1,0,Streams,0.38,,163.02823562899832,-0.5607419927477143
IC0746,"{Plumes: 1, No: 3, Streams: 2, Tails: 2}",3,2,2,1,0,0,0,0,Streams,0.25,,178.89641531291116,25.889546145131586
IC1124,"{Streams: 3, No: 3, Spiral: 3}",3,3,0,0,0,0,3,0,Streams,0.34,*,232.50370930559413,23.63843508116222
IC1125,"{Streams: 3, No: 3, Spiral: 2}",3,3,0,0,0,0,2,0,Streams,0.37,,233.27344647717882,-1.6283672799844868
IC1127,"{No: 2, Streams: 4, Disturbed: 1, Tails: 2}",2,4,2,0,0,1,0,0,Streams,0.45,,233.7390874586779,23.503342840314737
IC1153_GROUP,"{Plumes: 1, Streams: 2, No: 3, Disturbed: 1, Tails: 1}",3,2,1,1,0,1,0,0,Streams,0.25,,239.2625538653247,48.1683741477747
IC1211,"{Disturbed: 1, Streams: 2, No: 2, Plumes: 2, Shells: 1, Tails: 1}",2,2,1,2,1,1,0,0,Streams,0.23,,244.21659496507786,53.00602007776713
IC1417,"{Curiosities: 1, Streams: 2, No: 3, Disturbed: 1, Tails: 1}",3,2,1,0,0,1,0,1,Streams,0.25,,330.09000925801877,-13.14729394827751
IC1420_GROUP,"{Tails: 1, No: 4, Streams: 2, Disturbed: 1}",4,2,1,0,0,1,0,0,Streams,0.25,,330.6305236694891,19.750255892998027
IC1610,"{Streams: 2, No: 4, Disturbed: 1, Shells: 1}",4,2,0,0,1,1,0,0,Streams,0.25,,15.42737598960605,-15.56772137843183
IC1643,"{No: 3, Tails: 1, Streams: 2, Spiral: 1, Shells: 1}",3,2,1,0,1,0,1,0,Streams,0.25,,18.035979052583393,-0.41022348104936146
IC1657_GROUP,"{Streams: 7, No: 1, Tails: 1}",1,7,1,0,0,0,0,0,Streams,0.78,*,18.529464677252605,-32.650805110112394
IC1723,"{Curiosities: 1, No: 3, Spiral: 2, Streams: 3}",3,3,0,0,0,0,2,1,Streams,0.34,,25.809108956404657,8.889622942434512
IC1767,"{No: 2, Streams: 3, Spiral: 3}",2,3,0,0,0,0,3,0,Streams,0.38,,29.99738760048909,-11.0788839154812
IC1811,"{Tails: 3, Streams: 3, Spiral: 1, No: 1}",1,3,3,0,0,0,1,0,Streams,0.38,,37.659105090864614,-34.26420416515739
IC1813,{Streams: 8},0,8,0,0,0,0,0,0,Streams,1.0,,37.706131655025395,-34.2208458696472
IC1816,"{Streams: 4, No: 1, Disturbed: 1, Spiral: 1, Shells: 1}",1,4,0,0,1,1,1,0,Streams,0.5,,37.96246402594827,-36.67212133149935
IC1864,"{No: 4, Streams: 2, Disturbed: 1, Plumes: 1}",4,2,0,1,0,1,0,0,Streams,0.25,,43.413746412334476,-34.19763159661193
IC1897_GROUP,"{Disturbed: 1, Streams: 2, Plumes: 1, Tails: 2, Spiral: 2}",0,2,2,1,0,1,2,0,Streams,0.25,,47.69140510133446,-10.796125849305222
IC1919,"{No: 4, Streams: 2, Shells: 2}",4,2,0,0,2,0,0,0,Streams,0.25,,51.509285075400456,-32.894612892276356
IC1935_GROUP,"{Streams: 4, No: 2, Spiral: 1, Tails: 1}",2,4,1,0,0,0,1,0,Streams,0.5,,51.555782591096744,-50.01039097634613
IC2006,"{Curiosities: 2, Streams: 2, No: 2, Shells: 2}",2,2,0,0,2,0,0,2,Streams,0.25,,58.61860615695768,-35.96714351057312
IC2068_GROUP,"{No: 3, Streams: 3, Spiral: 1, Curiosities: 1}",3,3,0,0,0,0,1,1,Streams,0.37,,66.65357368892941,-42.093748176022416
IC2153_GROUP,"{Tails: 3, Streams: 4, No: 1}",1,4,3,0,0,0,0,0,Streams,0.5,,90.01854317364842,-33.92015630546991
IC2198,"{Streams: 3, No: 4, Disturbed: 1}",4,3,0,0,0,1,0,0,Streams,0.38,,113.54632530423989,23.96633483068275
IC2253,"{Streams: 5, No: 2, Shells: 1, Tails: 1}",2,5,1,0,1,0,0,0,Streams,0.56,,124.14115446227468,21.409884812486546
IC2308,"{Disturbed: 1, Streams: 2, No: 3, Plumes: 2}",3,2,0,2,0,1,0,0,Streams,0.25,,125.18869192740932,19.36221825057249
IC3033,"{Shells: 1, No: 3, Plumes: 1, Streams: 2, Tails: 1}",3,2,1,1,1,0,0,0,Streams,0.25,,182.79150817668454,13.58748742249297
IC3081,"{Curiosities: 2, No: 3, Streams: 2, Tails: 1}",3,2,1,0,0,0,0,2,Streams,0.25,,184.03776022970615,12.691272285648338
IC3118,"{Tails: 2, No: 2, Disturbed: 1, Streams: 3}",2,3,2,0,0,1,0,0,Streams,0.38,,184.54623306351553,9.499754724385317
IC3391,"{No: 4, Streams: 1, Disturbed: 1, Shells: 1, Spiral: 1}",4,1,0,0,1,1,1,0,Streams,0.12,,187.1140601956138,18.414990556376313
IC3826,"{Tails: 1, Spiral: 2, No: 2, Plumes: 1, Streams: 2}",2,2,1,1,0,0,2,0,Streams,0.25,,192.66620671643778,-9.031076549115058
IC3892_GROUP,"{Tails: 2, Streams: 3, Spiral: 2, No: 1}",1,3,2,0,0,0,2,0,Streams,0.38,,193.77511199481646,39.221925826503565
IC4383_GROUP,"{Streams: 3, Plumes: 1, No: 1, Spiral: 1, Disturbed: 1, Tails: 1}",1,3,1,1,0,1,1,0,Streams,0.38,,213.06607363914713,15.879664119385469
IC4397,"{Shells: 1, Tails: 1, No: 2, Streams: 3, Spiral: 1}",2,3,1,0,1,0,1,0,Streams,0.38,,214.49463554810913,26.41261879339306
IC4944,"{Streams: 5, No: 1, Plumes: 1, Tails: 1}",1,5,1,1,0,0,0,0,Streams,0.63,,301.7869795555386,-54.446952064594164
IC4963,"{Spiral: 1, Streams: 4, No: 2, Tails: 1}",2,4,1,0,0,0,1,0,Streams,0.5,,303.0228964256162,-55.24581562429648
IC4994,"{Disturbed: 1, Streams: 3, No: 3, Spiral: 1}",3,3,0,0,0,1,1,0,Streams,0.37,,304.9353698983325,-53.44742218859877
IC4995_GROUP,"{No: 4, Streams: 1, Disturbed: 1, Spiral: 1, Plumes: 1}",4,1,0,1,0,1,1,0,Streams,0.12,,304.99574490986123,-52.621918113433786
IC5001,"{Streams: 3, No: 1, Plumes: 3, Tails: 1}",1,3,1,3,0,0,0,0,Streams,0.38,,306.58385599726756,-54.77469820655245
IC5084,"{Streams: 6, No: 1, Disturbed: 1}",1,6,0,0,0,1,0,0,Streams,0.75,,317.31163327250647,-63.29018611298877
IC5092,"{Spiral: 2, Streams: 4, No: 1, Tails: 1}",1,4,1,0,0,0,2,0,Streams,0.5,,319.0606356323763,-64.46468473605572
IC5120,"{Shells: 1, Streams: 5, No: 2}",2,5,0,0,1,0,0,0,Streams,0.62,,324.70137629675526,-64.35036362158688
IC5125,"{Plumes: 1, Streams: 3, No: 1, Curiosities: 1, Tails: 2}",1,3,2,1,0,0,0,1,Streams,0.38,,325.4590116366925,-52.77361675504605
IC5181,"{Streams: 5, No: 2, Tails: 1}",2,5,1,0,0,0,0,0,Streams,0.62,,333.3403214151232,-46.017544007239195
IC5266,"{Plumes: 1, Streams: 3, No: 2, Shells: 1, Tails: 2}",2,3,2,1,1,0,0,0,Streams,0.33,,344.5871316483493,-65.12969800305271
NGC0026,"{Spiral: 2, Tails: 2, Plumes: 1, Curiosities: 1, Streams: 2}",0,2,2,1,0,0,2,1,Streams,0.25,,2.607848594442273,25.831921283266794
NGC0052_GROUP,"{Plumes: 2, Streams: 3, No: 2, Tails: 1, Shells: 1}",2,3,1,2,1,0,0,0,Streams,0.33,,3.667097211114122,18.581613583762625
NGC0097,"{Shells: 1, Streams: 5, No: 1, Tails: 1}",1,5,1,0,1,0,0,0,Streams,0.63,,5.625096896368992,29.745309492789865
NGC0113,"{Shells: 2, Streams: 2, No: 2, Tails: 2}",2,2,2,0,2,0,0,0,Streams,0.25,,6.727671377598178,-2.500918475539774
NGC0120,"{Streams: 3, No: 2, Tails: 2, Shells: 2}",2,3,2,0,2,0,0,0,Streams,0.33,,6.875373530875786,-1.5134721699961107
NGC0125,"{Streams: 6, No: 1, Shells: 1, Tails: 1}",1,6,1,0,1,0,0,0,Streams,0.67,,7.209042639225122,2.8387638642845876
NGC0128_GROUP,"{Streams: 3, No: 4, Disturbed: 1}",4,3,0,0,0,1,0,0,Streams,0.38,,7.312671851571702,2.864047971629729
NGC0132,"{Tails: 1, Streams: 4, No: 1, Spiral: 2}",1,4,1,0,0,0,2,0,Streams,0.5,,7.5444988531825246,2.0933400693496647
NGC0169_GROUP,"{Tails: 2, Streams: 3, Curiosities: 1, Disturbed: 1, Shells: 1}",0,3,2,0,1,1,0,1,Streams,0.38,,9.215139353714841,23.990859626132014
NGC0172,"{Disturbed: 1, Streams: 1, No: 4, Plumes: 1, Tails: 1}",4,1,1,1,0,1,0,0,Streams,0.12,,9.306796167107663,-22.586961405618187
NGC0192_GROUP,"{Shells: 1, Streams: 5, No: 1, Disturbed: 1}",1,5,0,0,1,1,0,0,Streams,0.63,,9.805904288757189,0.8641497125512217
NGC0193,"{No: 4, Streams: 1, Disturbed: 1, Plumes: 1, Shells: 1}",4,1,0,1,1,1,0,0,Streams,0.12,,9.827467973757976,3.331292550619633
NGC0199,"{Streams: 4, No: 3, Spiral: 1}",3,4,0,0,0,0,1,0,Streams,0.5,,9.888167565877223,3.138626754681137
NGC0208,"{Shells: 1, Streams: 3, No: 2, Spiral: 2}",2,3,0,0,1,0,2,0,Streams,0.38,,10.073330216122011,2.7563082793084615
NGC0254,"{No: 4, Streams: 1, Shells: 1, Spiral: 1, Curiosities: 1}",4,1,0,0,1,0,1,1,Streams,0.12,,11.865215437387347,-31.421820733920804
NGC0259,"{Streams: 3, No: 3, Disturbed: 1, Tails: 1}",3,3,1,0,0,1,0,0,Streams,0.37,,12.013648049930401,-2.775726639210829
NGC0268,"{No: 1, Spiral: 3, Streams: 3, Disturbed: 1}",1,3,0,0,0,1,3,0,Streams,0.38,,12.539675849142812,-5.19370484965984
NGC0275_GROUP,"{Streams: 3, No: 4, Disturbed: 1, Tails: 1}",4,3,1,0,0,1,0,0,Streams,0.34,,12.7674786808256,-7.064736829956507
NGC0279,"{Shells: 3, Streams: 5, Disturbed: 1}",0,5,0,0,3,1,0,0,Streams,0.56,,13.037270415872962,-2.218457117948481
NGC0298_GROUP,"{Tails: 1, Streams: 4, No: 2, Plumes: 1}",2,4,1,1,0,0,0,0,Streams,0.5,,13.759746301744347,-7.33312463089667
NGC0314,"{No: 4, Streams: 1, Shells: 1, Spiral: 1, Tails: 1}",4,1,1,0,1,0,1,0,Streams,0.12,,14.218341176277132,-31.96303344516672
NGC0337,"{Curiosities: 1, No: 2, Disturbed: 1, Spiral: 1, Streams: 2, Tails: 1}",2,2,1,0,0,1,1,1,Streams,0.25,,14.95914317341849,-7.578270343820841
NGC0349_GROUP,"{Disturbed: 2, Streams: 3, No: 2, Tails: 1}",2,3,1,0,0,2,0,0,Streams,0.38,,15.461517808584608,-6.799723090178039
NGC0354,"{Spiral: 2, Streams: 3, No: 2, Plumes: 1}",2,3,0,1,0,0,2,0,Streams,0.38,,15.818102308787235,22.342520580724237
NGC0364,"{Shells: 1, Tails: 1, No: 3, Plumes: 1, Spiral: 1, Streams: 1}",3,1,1,1,1,0,1,0,Streams,0.12,,16.17013247000296,-0.8027412327067345
NGC0399,"{Shells: 2, Streams: 2, Tails: 2, Curiosities: 1, Spiral: 1}",0,2,2,0,2,0,1,1,Streams,0.25,,17.246710630456803,32.63422263215082
NGC0424,"{Streams: 2, No: 3, Plumes: 1, Spiral: 2}",3,2,0,1,0,0,2,0,Streams,0.25,,17.86516260435641,-38.083355332965446
NGC0426,"{Streams: 7, Tails: 2}",0,7,2,0,0,0,0,0,Streams,0.78,,18.202532334091558,-0.2901998199796205
NGC0438,"{Shells: 2, Streams: 2, Tails: 2, Spiral: 2}",0,2,2,0,2,0,2,0,Streams,0.25,,18.39235570899117,-37.90170047301513
NGC0440,"{Shells: 3, Streams: 4, No: 1}",1,4,0,0,3,0,0,0,Streams,0.5,,18.202162786549398,-58.28238958509926
NGC0442,"{Shells: 2, Streams: 3, No: 3}",3,3,0,0,2,0,0,0,Streams,0.37,,18.66111355708487,-1.020618966651108
NGC0448,"{Disturbed: 1, No: 3, Plumes: 2, Streams: 2}",3,2,0,2,0,1,0,0,Streams,0.25,,18.818833599756324,-1.6262543516239567
NGC0455,"{Streams: 5, No: 1, Disturbed: 1, Tails: 1}",1,5,1,0,0,1,0,0,Streams,0.63,,18.9902032406075,5.1786771268872185
NGC0466,"{Spiral: 2, Streams: 4, No: 1, Shells: 1}",1,4,0,0,1,0,2,0,Streams,0.5,,19.3051757328437,-58.90991045008672
NGC0467_GROUP,"{Streams: 6, Shells: 2, Tails: 1}",0,6,1,0,2,0,0,0,Streams,0.67,,19.79233653425956,3.300722956001231
NGC0481,"{Shells: 2, Streams: 2, No: 2, Disturbed: 1, Tails: 1}",2,2,1,0,2,1,0,0,Streams,0.25,,20.302140793469814,-9.211191480627486
NGC0484,"{Shells: 2, Streams: 4, No: 2, Disturbed: 1}",2,4,0,0,2,1,0,0,Streams,0.45,,19.894724628570202,-58.524437547061396
NGC0487,"{Tails: 1, Streams: 4, Plumes: 1, No: 1, Spiral: 1}",1,4,1,1,0,0,1,0,Streams,0.5,,20.479583454108447,-16.37036536799669
NGC0494,"{Plumes: 1, Tails: 2, Streams: 2, No: 1, Spiral: 2}",1,2,2,1,0,0,2,0,Streams,0.26,,20.730719914075596,33.17384124179418
NGC0520,"{Tails: 4, Streams: 4}",0,4,4,0,0,0,0,0,Streams,0.5,,21.143614271783324,3.7943246069884786
NGC0524,"{Shells: 2, Streams: 3, No: 1, Tails: 1}",1,3,1,0,2,0,0,0,Streams,0.43,,21.198961484057996,9.538888767845226
NGC0526A_GROUP,"{Tails: 2, No: 4, Streams: 2}",4,2,2,0,0,0,0,0,Streams,0.25,,20.976595446714402,-35.06546092462323
NGC0533_GROUP,"{Shells: 2, Streams: 2, No: 3, Tails: 1}",3,2,1,0,2,0,0,0,Streams,0.25,,21.380909897929275,1.7592445997155124
NGC0577,"{Streams: 7, Shells: 1}",0,7,0,0,1,0,0,0,Streams,0.88,,22.669642123303795,-1.9943738136511342
NGC0599_GROUP,"{Streams: 6, No: 2}",2,6,0,0,0,0,0,0,Streams,0.75,,23.224095535637414,-12.191233422445677
NGC0631,"{Shells: 2, Streams: 4, No: 1, Tails: 1}",1,4,1,0,2,0,0,0,Streams,0.5,,24.196160369737765,5.8353312023829
NGC0632,"{Streams: 4, No: 1, Shells: 1, Disturbed: 1, Tails: 1}",1,4,1,0,1,1,0,0,Streams,0.5,,24.32312416079206,5.877373403507534
NGC0633_GROUP,"{Streams: 5, Tails: 2, Spiral: 1}",0,5,2,0,0,0,1,0,Streams,0.62,,24.097423440319695,-37.32154452732859
NGC0642_GROUP,"{Streams: 3, Tails: 3, Spiral: 1, No: 1}",1,3,3,0,0,0,1,0,Streams,0.38,,24.776153106272595,-29.91504603091538
NGC0661,"{No: 4, Streams: 2, Disturbed: 1, Shells: 1}",4,2,0,0,1,1,0,0,Streams,0.25,,26.06083496314168,28.705863567895683
NGC0665,"{No: 4, Streams: 2, Shells: 1, Curiosities: 1}",4,2,0,0,1,0,0,1,Streams,0.25,,26.23375066178468,10.422936380596935
NGC0676,"{Curiosities: 1, No: 4, Streams: 3}",4,3,0,0,0,0,0,1,Streams,0.38,,27.23876841141044,5.907190115810583
NGC0683_GROUP,"{Curiosities: 2, Streams: 2, Tails: 1, No: 2, Spiral: 1}",2,2,1,0,0,0,1,2,Streams,0.25,,27.444511825798074,11.701418691586577
NGC0686,"{Shells: 2, Streams: 4, No: 2, Tails: 1}",2,4,1,0,2,0,0,0,Streams,0.45,,27.233937188525427,-23.79813984602434
NGC0755,"{Disturbed: 1, Shells: 1, No: 4, Plumes: 1, Streams: 1}",4,1,0,1,1,1,0,0,Streams,0.12,,29.093919849102683,-9.061787998065736
NGC0772_GROUP,"{Tails: 2, Streams: 6}",0,6,2,0,0,0,0,0,Streams,0.75,,29.831658498645783,19.00775334889324
NGC0777,"{Streams: 3, No: 3, Disturbed: 1, Shells: 1}",3,3,0,0,1,1,0,0,Streams,0.37,,30.062130995428983,31.429403536687346
NGC0785,"{Shells: 1, Streams: 4, No: 2, Tails: 1}",2,4,1,0,1,0,0,0,Streams,0.5,,30.416741068424198,31.826499846102962
NGC0787,"{Shells: 2, Streams: 4, Tails: 1, No: 1}",1,4,1,0,2,0,0,0,Streams,0.5,,30.20259688693702,-9.002516425908315
NGC0792,"{Streams: 5, No: 2, Shells: 1}",2,5,0,0,1,0,0,0,Streams,0.62,,30.5638931593133,15.712171950984505
NGC0804,"{Streams: 6, No: 2, Tails: 1}",2,6,1,0,0,0,0,0,Streams,0.67,*,31.008834652556178,30.832911220304716
NGC0807,"{Shells: 3, Streams: 6}",0,6,0,0,3,0,0,0,Streams,0.67,,31.23197361844026,28.987576584858775
NGC0822,"{Shells: 2, Streams: 3, No: 2, Tails: 1}",2,3,1,0,2,0,0,0,Streams,0.38,,31.663065588627084,-41.15673685877253
NGC0823,"{Shells: 4, Streams: 4, No: 1}",1,4,0,0,4,0,0,0,Streams,0.45,,31.833620200133478,-25.441970000055047
NGC0827,"{Disturbed: 1, Streams: 3, No: 2, Spiral: 2}",2,3,0,0,0,1,2,0,Streams,0.38,,32.23456901730664,7.971445985486261
NGC0839_GROUP,"{Shells: 3, Streams: 3, No: 1, Tails: 1}",1,3,1,0,3,0,0,0,Streams,0.38,,32.42828882724116,-10.183785088449671
NGC0872,"{Curiosities: 1, Streams: 2, No: 4, Spiral: 1}",4,2,0,0,0,0,1,1,Streams,0.25,,33.85496340132204,-17.78118991199059
NGC0877_GROUP,"{Tails: 2, Streams: 2, No: 3, Plumes: 1}",3,2,2,1,0,0,0,0,Streams,0.25,,34.49861250017867,14.544204336256808
NGC0893,"{Shells: 2, Streams: 2, No: 2, Spiral: 2}",2,2,0,0,2,0,2,0,Streams,0.25,,34.99403320790647,-41.403305082928775
NGC0904_GROUP,"{Shells: 2, Streams: 3, No: 1, Disturbed: 1, Tails: 1}",1,3,1,0,2,1,0,0,Streams,0.38,,36.023242082585675,27.34253973093756
NGC0929,"{Tails: 1, Streams: 4, No: 2, Disturbed: 1}",2,4,1,0,0,1,0,0,Streams,0.5,,36.8259773664489,-12.08689558799617
NGC0930,"{Plumes: 1, Streams: 3, No: 3, Tails: 1}",3,3,1,1,0,0,0,0,Streams,0.37,,36.977927896030245,20.33250542852279
NGC0947_GROUP,"{Streams: 4, Tails: 3, No: 1}",1,4,3,0,0,0,0,0,Streams,0.5,,37.13808255423123,-19.042010875586893
NGC0958_GROUP,"{Plumes: 2, Streams: 2, No: 2, Spiral: 2}",2,2,0,2,0,0,2,0,Streams,0.25,,37.678043225339664,-2.9391406111770415
